,TEAM,LOCATION,OPPONENT,DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
3330,DET,Home,PHI,12/07/2018,L,240,111,37,89,41.6,7,28,25.0,30,37,81.1,17,32,49,22,10,3,18,24,-6
3331,PHI,Away,DET,12/07/2018,W,240,117,44,90,48.9,9,32,28.1,20,21,95.2,12,28,40,26,11,12,16,28,6
3332,SAC,Away,CLE,12/07/2018,W,240,129,56,98,57.1,13,29,44.8,4,7,57.1,10,25,35,31,6,5,9,18,19
3333,CLE,Home,SAC,12/07/2018,L,240,110,43,81,53.1,10,26,38.5,14,19,73.7,7,28,35,20,4,0,18,17,-19
3334,IND,Away,ORL,12/07/2018,W,240,112,44,93,47.3,9,26,34.6,15,18,83.3,11,42,53,26,8,8,10,17,22
3335,ORL,Home,IND,12/07/2018,L,240,90,36,89,40.4,8,33,24.2,10,13,76.9,9,38,47,20,3,7,16,18,-22
3336,TOR,Away,BKN,12/07/2018,L,265,105,35,89,39.3,11,35,31.4,24,29,82.8,6,35,41,25,9,7,15,19,-1
3337,BKN,Home,TOR,12/07/2018,W,265,106,43,98,43.9,11,35,31.4,9,13,69.2,16,44,60,22,8,2,20,28,1
3338,PHX,Home,MIA,12/07/2018,L,240,98,36,79,45.6,14,34,41.2,12,16,75.0,4,38,42,27,7,4,21,21,-17
3339,MIA,Away,PHX,12/07/2018,W,240,115,42,86,48.8,15,37,40.5,16,18,88.9,6,34,40,32,10,5,12,16,17
3340,OKC,Away,CHI,12/07/2018,L,240,112,43,94,45.7,10,28,35.7,16,24,66.7,14,37,51,25,12,6,22,22,-2
3341,CHI,Home,OKC,12/07/2018,W,240,114,43,82,52.4,12,25,48.0,16,23,69.6,5,34,39,25,15,6,21,26,2
3342,SAS,Home,LAL,12/07/2018,W,240,133,46,91,50.5,13,31,41.9,28,33,84.8,9,39,48,27,4,7,10,18,13
3343,LAL,Away,SAS,12/07/2018,L,240,120,46,100,46.0,11,36,30.6,17,21,81.0,10,33,43,24,8,1,9,24,-13
3344,UTA,Home,HOU,12/06/2018,W,240,118,45,89,50.6,8,32,25.0,20,27,74.1,12,35,47,26,16,4,12,24,27
3345,HOU,Away,UTA,12/06/2018,L,240,91,34,88,38.6,8,36,22.2,15,17,88.2,14,29,43,13,5,5,23,26,-27
3346,POR,Home,PHX,12/06/2018,W,240,108,41,85,48.2,9,27,33.3,17,27,63.0,13,43,56,24,10,6,17,19,22
3347,PHX,Away,POR,12/06/2018,L,240,86,35,91,38.5,5,27,18.5,11,14,78.6,11,30,41,20,11,2,17,21,-22
3348,NYK,Away,BOS,12/06/2018,L,240,100,36,91,39.6,12,35,34.3,16,20,80.0,14,33,47,21,4,5,17,23,-28
3349,BOS,Home,NYK,12/06/2018,W,240,128,49,92,53.3,13,38,34.2,17,20,85.0,7,39,46,32,8,6,9,24,28
3350,DAL,Away,NOP,12/05/2018,L,240,106,39,91,42.9,14,46,30.4,14,21,66.7,11,34,45,26,7,4,18,17,-26
3351,NOP,Home,DAL,12/05/2018,W,240,132,51,92,55.4,17,29,58.6,13,20,65.0,5,41,46,36,12,6,12,15,26
3352,MEM,Home,LAC,12/05/2018,W,240,96,37,85,43.5,7,28,25.0,15,24,62.5,11,38,49,18,9,6,16,27,10
3353,LAC,Away,MEM,12/05/2018,L,240,86,25,74,33.8,8,23,34.8,28,35,80.0,11,36,47,16,9,4,19,21,-10
3354,TOR,Home,PHI,12/05/2018,W,240,113,43,100,43.0,8,29,27.6,19,22,86.4,17,36,53,25,12,3,11,13,11
3355,PHI,Away,TOR,12/05/2018,L,240,102,40,88,45.5,11,35,31.4,11,14,78.6,11,38,49,26,7,5,21,23,-11
3356,CHA,Away,MIN,12/05/2018,L,240,104,40,98,40.8,12,33,36.4,12,15,80.0,13,27,40,27,7,1,10,15,-17
3357,MIN,Home,CHA,12/05/2018,W,240,121,48,89,53.9,12,24,50.0,13,20,65.0,10,40,50,34,6,11,15,15,17
3358,WAS,Away,ATL,12/05/2018,W,240,131,46,95,48.4,12,38,31.6,27,32,84.4,12,37,49,35,9,4,16,24,14
3359,ATL,Home,WAS,12/05/2018,L,240,117,41,92,44.6,12,38,31.6,23,31,74.2,8,35,43,28,13,4,17,27,-14
3360,DET,Away,MIL,12/05/2018,L,240,92,35,95,36.8,9,38,23.7,13,19,68.4,12,39,51,19,6,1,20,26,-23
3361,MIL,Home,DET,12/05/2018,W,240,115,38,82,46.3,14,41,34.1,25,30,83.3,4,42,46,25,13,4,16,21,23
3362,GSW,Away,CLE,12/05/2018,W,240,129,45,85,52.9,18,34,52.9,21,24,87.5,9,37,46,29,6,5,9,17,24
3363,CLE,Home,GSW,12/05/2018,L,240,105,39,89,43.8,11,32,34.4,16,23,69.6,12,29,41,17,7,2,10,19,-24
3364,ORL,Home,DEN,12/05/2018,L,265,118,45,95,47.4,20,49,40.8,8,8,100,6,34,40,30,4,4,10,23,-6
3365,DEN,Away,ORL,12/05/2018,W,265,124,45,82,54.9,11,19,57.9,23,37,62.2,4,39,43,34,5,2,10,19,6
3366,OKC,Away,BKN,12/05/2018,W,240,114,43,99,43.4,13,38,34.2,15,26,57.7,17,43,60,28,8,6,13,23,2
3367,BKN,Home,OKC,12/05/2018,L,240,112,37,86,43.0,15,36,41.7,23,30,76.7,10,35,45,21,7,4,15,24,-2
3368,SAS,Away,LAL,12/05/2018,L,240,113,43,96,44.8,7,27,25.9,20,20,100,11,38,49,18,8,2,11,24,-8
3369,LAL,Home,SAS,12/05/2018,W,240,121,42,88,47.7,14,39,35.9,23,33,69.7,6,36,42,21,6,3,12,18,8
3370,POR,Away,DAL,12/04/2018,L,240,102,38,84,45.2,7,24,29.2,19,23,82.6,11,37,48,20,7,6,19,29,-9
3371,DAL,Home,POR,12/04/2018,W,240,111,38,88,43.2,11,30,36.7,24,35,68.6,15,35,50,25,11,4,13,19,9
3372,IND,Home,CHI,12/04/2018,W,240,96,35,76,46.1,6,22,27.3,20,24,83.3,6,39,45,22,10,6,18,13,6
3373,CHI,Away,IND,12/04/2018,L,240,90,37,94,39.4,11,31,35.5,5,5,100,12,32,44,26,8,2,19,23,-6
3374,UTA,Home,SAS,12/04/2018,W,240,139,51,84,60.7,20,33,60.6,17,20,85.0,5,37,42,38,12,5,18,20,34
3375,SAS,Away,UTA,12/04/2018,L,240,105,44,90,48.9,7,22,31.8,10,11,90.9,7,25,32,25,7,5,16,19,-34
3376,ORL,Away,MIA,12/04/2018,W,240,105,38,86,44.2,14,28,50.0,15,20,75.0,11,32,43,22,5,4,15,13,15
3377,MIA,Home,ORL,12/04/2018,L,240,90,38,91,41.8,12,35,34.3,2,5,40.0,16,31,47,19,7,11,16,19,-15
3378,SAC,Away,PHX,12/04/2018,W,240,122,45,84,53.6,11,24,45.8,21,32,65.6,9,33,42,27,13,3,13,22,17
3379,PHX,Home,SAC,12/04/2018,L,240,105,38,87,43.7,12,43,27.9,17,21,81.0,13,30,43,27,9,4,21,27,-17
3380,LAC,Away,NOP,12/03/2018,W,240,129,49,83,59.0,8,20,40.0,23,30,76.7,7,32,39,29,4,1,12,21,3
3381,NOP,Home,LAC,12/03/2018,L,240,126,49,92,53.3,13,34,38.2,15,22,68.2,10,25,35,32,10,5,7,24,-3
3382,TOR,Home,DEN,12/03/2018,L,240,103,40,87,46.0,11,41,26.8,12,12,100,7,34,41,28,11,5,17,21,-3
3383,DEN,Away,TOR,12/03/2018,W,240,106,40,89,44.9,11,28,39.3,15,24,62.5,15,34,49,32,9,2,20,14,3
3384,MIN,Home,HOU,12/03/2018,W,240,103,36,82,43.9,11,22,50.0,20,28,71.4,13,29,42,22,11,7,14,16,12
3385,HOU,Away,MIN,12/03/2018,L,240,91,32,74,43.2,11,39,28.2,16,19,84.2,7,27,34,24,9,6,20,27,-12
3386,GSW,Away,ATL,12/03/2018,W,240,128,48,82,58.5,13,24,54.2,19,22,86.4,6,33,39,33,10,8,20,24,17
3387,ATL,Home,GSW,12/03/2018,L,240,111,44,90,48.9,5,26,19.2,18,24,75.0,9,26,35,23,10,4,19,21,-17
3388,DET,Home,OKC,12/03/2018,L,240,83,31,94,33.0,6,32,18.8,15,19,78.9,9,32,41,16,10,3,17,18,-27
3389,OKC,Away,DET,12/03/2018,W,240,110,43,85,50.6,7,25,28.0,17,20,85.0,6,46,52,23,10,8,17,24,27
3390,BKN,Home,CLE,12/03/2018,L,240,97,39,99,39.4,10,40,25.0,9,16,56.3,17,33,50,17,5,2,8,20,-2
3391,CLE,Away,BKN,12/03/2018,W,240,99,38,88,43.2,4,15,26.7,19,20,95.0,14,41,55,15,5,4,10,17,2
3392,WAS,Away,NYK,12/03/2018,W,240,110,44,92,47.8,13,32,40.6,9,12,75.0,8,30,38,30,7,8,10,24,3
3393,NYK,Home,WAS,12/03/2018,L,240,107,37,90,41.1,12,34,35.3,21,28,75.0,19,36,55,20,4,5,16,14,-3
3394,CHA,Home,NOP,12/02/2018,L,240,109,39,91,42.9,10,36,27.8,21,28,75.0,11,30,41,25,9,6,11,19,-10
3395,NOP,Away,CHA,12/02/2018,W,240,119,44,86,51.2,11,32,34.4,20,24,83.3,9,41,50,30,6,5,18,25,10
3396,LAC,Away,DAL,12/02/2018,L,240,110,42,95,44.2,9,24,37.5,17,22,77.3,8,36,44,23,9,5,11,22,-4
3397,DAL,Home,LAC,12/02/2018,W,240,114,42,95,44.2,8,23,34.8,22,26,84.6,17,47,64,20,6,5,16,21,4
3398,UTA,Away,MIA,12/02/2018,L,240,100,39,89,43.8,11,33,33.3,11,15,73.3,10,40,50,21,8,6,14,18,-2
3399,MIA,Home,UTA,12/02/2018,W,240,102,36,91,39.6,13,31,41.9,17,24,70.8,14,36,50,20,8,8,13,16,2
3400,SAS,Home,POR,12/02/2018,W,240,131,50,83,60.2,11,15,73.3,20,22,90.9,5,29,34,29,5,4,12,15,13
3401,POR,Away,SAS,12/02/2018,L,240,118,45,86,52.3,12,29,41.4,16,16,100,9,26,35,25,6,5,17,21,-13
3402,PHX,Away,LAL,12/02/2018,L,240,96,37,93,39.8,13,33,39.4,9,11,81.8,7,33,40,24,12,8,16,22,-24
3403,LAL,Home,PHX,12/02/2018,W,240,120,46,92,50.0,11,27,40.7,17,23,73.9,11,45,56,26,9,4,19,15,24
3404,MEM,Away,PHI,12/02/2018,L,240,95,33,79,41.8,11,28,39.3,18,23,78.3,3,32,35,19,7,7,15,24,-8
3405,PHI,Home,MEM,12/02/2018,W,240,103,36,74,48.6,8,22,36.4,23,30,76.7,3,41,44,22,5,2,16,20,8
3406,WAS,Home,BKN,12/01/2018,W,240,102,41,79,51.9,8,26,30.8,12,18,66.7,2,36,38,19,8,3,13,21,14
3407,BKN,Away,WAS,12/01/2018,L,240,88,30,81,37.0,8,33,24.2,20,25,80.0,11,31,42,19,8,2,19,17,-14
3408,MIN,Home,BOS,12/01/2018,L,240,109,37,82,45.1,9,28,32.1,26,32,81.3,9,30,39,19,6,2,16,18,-9
3409,BOS,Away,MIN,12/01/2018,W,240,118,40,85,47.1,17,44,38.6,21,21,100,7,33,40,30,9,3,14,25,9
3410,SAC,Home,IND,12/01/2018,W,240,111,41,91,45.1,13,29,44.8,16,24,66.7,14,32,46,25,10,3,20,16,1
3411,IND,Away,SAC,12/01/2018,L,240,110,43,82,52.4,10,24,41.7,14,18,77.8,6,36,42,32,11,5,25,26,-1
3412,HOU,Home,CHI,12/01/2018,W,240,121,42,84,50.0,16,41,39.0,21,30,70.0,6,41,47,23,8,7,14,21,16
3413,CHI,Away,HOU,12/01/2018,L,240,105,39,88,44.3,8,32,25.0,19,24,79.2,7,34,41,15,11,6,14,22,-16
3414,DET,Home,GSW,12/01/2018,W,240,111,43,98,43.9,12,35,34.3,13,20,65.0,14,33,47,22,8,2,12,21,9
3415,GSW,Away,DET,12/01/2018,L,240,102,39,85,45.9,6,26,23.1,18,21,85.7,8,36,44,23,6,5,15,22,-9
3416,TOR,Away,CLE,12/01/2018,W,240,106,39,80,48.8,7,26,26.9,21,25,84.0,6,36,42,15,5,5,12,19,11
3417,CLE,Home,TOR,12/01/2018,L,240,95,34,88,38.6,5,22,22.7,22,25,88.0,11,33,44,14,6,0,12,23,-11
3418,NYK,Home,MIL,12/01/2018,W,265,136,51,96,53.1,20,34,58.8,14,21,66.7,6,35,41,30,5,2,17,23,2
3419,MIL,Away,NYK,12/01/2018,L,265,134,46,94,48.9,18,42,42.9,24,31,77.4,10,41,51,28,11,4,17,25,-2
3420,OKC,Home,ATL,11/30/2018,W,240,124,46,88,52.3,18,41,43.9,14,15,93.3,7,39,46,30,12,7,22,24,15
3421,ATL,Away,OKC,11/30/2018,L,240,109,43,96,44.8,11,36,30.6,12,20,60.0,14,28,42,26,15,3,21,12,-15
3422,CHA,Home,UTA,11/30/2018,L,240,111,47,95,49.5,9,28,32.1,8,13,61.5,7,31,38,19,8,3,8,17,-8
3423,UTA,Away,CHA,11/30/2018,W,240,119,44,81,54.3,18,40,45.0,13,18,72.2,6,35,41,32,5,5,14,13,8
3424,POR,Home,DEN,11/30/2018,L,240,112,45,85,52.9,6,22,27.3,16,21,76.2,12,32,44,19,7,6,14,23,-1
3425,DEN,Away,POR,11/30/2018,W,240,113,40,87,46.0,14,30,46.7,19,26,73.1,13,28,41,28,11,3,12,21,1
3426,MIA,Home,NOP,11/30/2018,W,240,106,40,93,43.0,11,33,33.3,15,24,62.5,13,33,46,22,10,4,13,24,5
3427,NOP,Away,MIA,11/30/2018,L,240,101,35,82,42.7,6,28,21.4,25,29,86.2,11,35,46,25,4,8,16,22,-5
3428,DET,Home,CHI,11/30/2018,W,240,107,41,92,44.6,13,34,38.2,12,16,75.0,13,39,52,24,5,5,13,17,19
3429,CHI,Away,DET,11/30/2018,L,240,88,37,86,43.0,3,21,14.3,11,14,78.6,7,33,40,25,5,7,15,20,-19
3430,CLE,Away,BOS,11/30/2018,L,240,95,30,77,39.0,7,22,31.8,28,35,80.0,9,27,36,18,5,1,13,21,-33
3431,BOS,Home,CLE,11/30/2018,W,240,128,49,92,53.3,17,31,54.8,13,16,81.3,12,35,47,30,4,4,10,27,33
3432,MEM,Away,BKN,11/30/2018,W,290,131,50,101,49.5,12,30,40.0,19,22,86.4,11,34,45,27,8,6,17,23,6
3433,BKN,Home,MEM,11/30/2018,L,290,125,42,94,44.7,16,44,36.4,25,30,83.3,11,40,51,26,7,4,19,28,-6
3434,PHX,Home,ORL,11/30/2018,L,240,85,34,84,40.5,7,28,25.0,10,14,71.4,9,31,40,22,5,0,13,15,-14
3435,ORL,Away,PHX,11/30/2018,W,240,99,39,82,47.6,8,27,29.6,13,18,72.2,8,36,44,23,7,5,12,16,14
3436,LAL,Home,DAL,11/30/2018,W,240,114,42,86,48.8,9,30,30.0,21,32,65.6,9,38,47,23,8,3,18,29,11
3437,DAL,Away,LAL,11/30/2018,L,240,103,34,86,39.5,10,39,25.6,25,34,73.5,9,37,46,20,9,4,16,25,-11
3438,SAS,Home,HOU,11/30/2018,L,240,105,39,86,45.3,10,28,35.7,17,20,85.0,9,32,41,24,4,4,13,18,-31
3439,HOU,Away,SAS,11/30/2018,W,240,136,49,98,50.0,22,54,40.7,16,20,80.0,13,36,49,32,9,6,6,22,31
3440,WAS,Away,PHI,11/30/2018,L,240,98,37,92,40.2,8,28,28.6,16,19,84.2,8,34,42,22,10,4,16,20,-25
3441,PHI,Home,WAS,11/30/2018,W,240,123,43,98,43.9,12,38,31.6,25,33,75.8,17,41,58,28,11,7,12,17,25
3442,TOR,Home,GSW,11/29/2018,W,265,131,47,90,52.2,15,38,39.5,22,24,91.7,7,30,37,25,5,6,15,23,3
3443,GSW,Away,TOR,11/29/2018,L,265,128,50,103,48.5,11,30,36.7,17,20,85.0,17,29,46,27,6,5,15,22,-3
3444,SAC,Home,LAC,11/29/2018,L,240,121,46,96,47.9,7,24,29.2,22,26,84.6,16,32,48,26,4,2,11,25,-12
3445,LAC,Away,SAC,11/29/2018,W,240,133,50,90,55.6,12,28,42.9,21,28,75.0,8,30,38,25,7,5,10,21,12
3446,IND,Away,LAL,11/29/2018,L,240,96,32,86,37.2,10,23,43.5,22,27,81.5,10,34,44,23,14,4,17,22,-8
3447,LAL,Home,IND,11/29/2018,W,240,104,42,86,48.8,7,24,29.2,13,23,56.5,11,39,50,25,8,11,18,23,8
3448,WAS,Away,NOP,11/28/2018,L,240,104,41,95,43.2,13,39,33.3,9,16,56.3,12,26,38,26,12,2,16,22,-21
3449,NOP,Home,WAS,11/28/2018,W,240,125,46,95,48.4,11,36,30.6,22,28,78.6,17,47,64,24,10,5,20,20,21
3450,OKC,Home,CLE,11/28/2018,W,240,100,41,86,47.7,6,27,22.2,12,15,80.0,8,42,50,25,5,11,13,18,17
3451,CLE,Away,OKC,11/28/2018,L,240,83,35,89,39.3,9,23,39.1,4,9,44.4,7,36,43,20,4,1,14,19,-17
3452,CHA,Home,ATL,11/28/2018,W,240,108,38,83,45.8,4,20,20.0,28,37,75.7,5,39,44,20,15,5,14,21,14
3453,ATL,Away,CHA,11/28/2018,L,240,94,32,93,34.4,11,44,25.0,19,22,86.4,16,38,54,20,11,8,19,25,-14
3454,SAS,Away,MIN,11/28/2018,L,240,89,34,87,39.1,8,27,29.6,13,13,100,12,34,46,23,1,8,19,17,-39
3455,MIN,Home,SAS,11/28/2018,W,240,128,50,99,50.5,18,41,43.9,10,15,66.7,13,35,48,33,12,6,9,18,39
3456,MIL,Home,CHI,11/28/2018,W,240,116,43,87,49.4,12,35,34.3,18,24,75.0,8,40,48,29,6,8,12,23,3
3457,CHI,Away,MIL,11/28/2018,L,240,113,40,89,44.9,11,37,29.7,22,29,75.9,9,36,45,28,9,3,11,23,-3
3458,POR,Home,ORL,11/28/2018,W,240,115,37,85,43.5,19,39,48.7,22,32,68.8,13,34,47,24,8,1,12,17,3
3459,ORL,Away,POR,11/28/2018,L,240,112,42,81,51.9,14,30,46.7,14,15,93.3,3,34,37,28,3,8,15,20,-3
3460,HOU,Home,DAL,11/28/2018,L,240,108,40,87,46.0,13,45,28.9,15,23,65.2,15,23,38,28,10,5,18,26,-20
3461,DAL,Away,HOU,11/28/2018,W,240,128,46,85,54.1,17,34,50.0,19,24,79.2,10,27,37,27,10,7,15,17,20
3462,PHX,Away,LAC,11/28/2018,L,240,99,39,89,43.8,8,26,30.8,13,18,72.2,7,27,34,20,17,6,17,24,-16
3463,LAC,Home,PHX,11/28/2018,W,240,115,40,86,46.5,11,21,52.4,24,32,75.0,18,38,56,21,6,7,21,17,16
3464,UTA,Away,BKN,11/28/2018,W,240,101,39,82,47.6,9,28,32.1,14,21,66.7,8,40,48,17,10,6,19,25,10
3465,BKN,Home,UTA,11/28/2018,L,240,91,30,86,34.9,11,30,36.7,20,28,71.4,14,34,48,11,12,5,20,20,-10
3466,PHI,Home,NYK,11/28/2018,W,240,117,47,87,54.0,12,25,48.0,11,16,68.8,8,42,50,34,7,5,16,19,26
3467,NYK,Away,PHI,11/28/2018,L,240,91,32,92,34.8,6,29,20.7,21,22,95.5,11,30,41,14,11,5,15,21,-26
3468,MEM,Home,TOR,11/27/2018,L,240,114,43,85,50.6,10,29,34.5,18,21,85.7,11,24,35,27,9,5,15,23,-8
3469,TOR,Away,MEM,11/27/2018,W,240,122,42,69,60.9,18,33,54.5,20,28,71.4,4,27,31,25,5,5,15,18,8
3470,LAL,Away,DEN,11/27/2018,L,240,85,34,87,39.1,5,35,14.3,12,18,66.7,8,31,39,19,5,8,12,19,-32
3471,DEN,Home,LAL,11/27/2018,W,240,117,47,97,48.5,9,25,36.0,14,15,93.3,16,44,60,28,7,4,12,17,32
3472,MIA,Home,ATL,11/27/2018,L,240,113,40,87,46.0,13,38,34.2,20,30,66.7,11,32,43,22,20,3,20,25,-2
3473,ATL,Away,MIA,11/27/2018,W,240,115,38,80,47.5,12,31,38.7,27,32,84.4,10,36,46,22,13,7,24,24,2
3474,DET,Home,NYK,11/27/2018,W,240,115,38,80,47.5,7,24,29.2,32,45,71.1,7,41,48,20,5,7,13,26,7
3475,NYK,Away,DET,11/27/2018,L,240,108,36,91,39.6,9,27,33.3,27,32,84.4,13,37,50,16,5,5,13,31,-7
3476,PHX,Home,IND,11/27/2018,L,240,104,41,92,44.6,10,30,33.3,12,18,66.7,12,33,45,20,8,6,9,17,-5
3477,IND,Away,PHX,11/27/2018,W,240,109,38,90,42.2,11,26,42.3,22,29,75.9,17,38,55,25,8,6,12,13,5
3478,NOP,Home,BOS,11/26/2018,L,240,107,34,77,44.2,12,32,37.5,27,29,93.1,9,31,40,21,8,5,22,20,-17
3479,BOS,Away,NOP,11/26/2018,W,240,124,48,97,49.5,19,39,48.7,9,10,90.0,14,28,42,27,14,4,15,25,17
3480,WAS,Home,HOU,11/26/2018,W,265,135,50,89,56.2,11,29,37.9,24,32,75.0,9,29,38,29,7,7,13,29,4
3481,HOU,Away,WAS,11/26/2018,L,265,131,46,97,47.4,18,48,37.5,21,27,77.8,18,30,48,22,8,5,21,31,-4
3482,CHA,Home,MIL,11/26/2018,W,240,110,38,81,46.9,13,29,44.8,21,30,70.0,5,39,44,21,9,5,11,22,3
3483,MIL,Away,CHA,11/26/2018,L,240,107,37,90,41.1,16,46,34.8,17,21,81.0,10,38,48,25,7,5,16,22,-3
3484,UTA,Home,IND,11/26/2018,L,240,88,34,81,42.0,8,31,25.8,12,17,70.6,10,28,38,25,10,4,19,17,-33
3485,IND,Away,UTA,11/26/2018,W,240,121,49,84,58.3,9,18,50.0,14,17,82.4,4,35,39,33,13,4,16,17,33
3486,MIN,Away,CLE,11/26/2018,W,240,102,40,86,46.5,8,26,30.8,14,19,73.7,8,31,39,18,8,8,9,18,7
3487,CLE,Home,MIN,11/26/2018,L,240,95,36,86,41.9,10,31,32.3,13,14,92.9,9,31,40,24,4,3,17,18,-7
3488,SAS,Away,CHI,11/26/2018,W,240,108,45,93,48.4,10,30,33.3,8,9,88.9,7,39,46,29,7,2,10,16,1
3489,CHI,Home,SAS,11/26/2018,L,240,107,42,90,46.7,14,33,42.4,9,11,81.8,5,38,43,23,6,5,12,12,-1
3490,ORL,Away,GSW,11/26/2018,L,240,110,40,90,44.4,14,30,46.7,16,21,76.2,6,28,34,28,11,2,11,21,-6
3491,GSW,Home,ORL,11/26/2018,W,240,116,41,84,48.8,13,35,37.1,21,23,91.3,10,36,46,21,8,7,15,19,6
3492,MEM,Home,NYK,11/25/2018,L,240,98,38,86,44.2,11,30,36.7,11,19,57.9,6,35,41,27,5,19,8,23,-5
3493,NYK,Away,MEM,11/25/2018,W,240,103,34,91,37.4,8,22,36.4,27,32,84.4,14,42,56,17,4,5,10,21,5
3494,TOR,Home,MIA,11/25/2018,W,240,125,47,90,52.2,11,35,31.4,20,25,80.0,11,36,47,25,4,7,11,21,10
3495,MIA,Away,TOR,11/25/2018,L,240,115,39,95,41.1,15,36,41.7,22,32,68.8,17,29,46,21,6,5,7,22,-10
3496,UTA,Away,SAC,11/25/2018,W,240,133,49,92,53.3,10,30,33.3,25,33,75.8,13,36,49,30,11,5,19,26,21
3497,SAC,Home,UTA,11/25/2018,L,240,112,40,85,47.1,9,23,39.1,23,31,74.2,7,29,36,20,10,7,17,25,-21
3498,CHA,Away,ATL,11/25/2018,L,240,123,41,92,44.6,18,45,40.0,23,28,82.1,10,32,42,30,8,4,12,15,-1
3499,ATL,Home,CHA,11/25/2018,W,240,124,50,94,53.2,16,39,41.0,8,11,72.7,9,32,41,34,5,9,15,23,1
3500,POR,Home,LAC,11/25/2018,L,240,100,42,97,43.3,8,38,21.1,8,10,80.0,16,42,58,18,2,5,12,24,-4
3501,LAC,Away,POR,11/25/2018,W,240,104,38,90,42.2,5,25,20.0,23,34,67.6,11,37,48,15,9,5,4,13,4
3502,DET,Home,PHX,11/25/2018,W,240,118,43,93,46.2,16,41,39.0,16,25,64.0,13,28,41,30,9,0,13,19,11
3503,PHX,Away,DET,11/25/2018,L,240,107,42,82,51.2,8,25,32.0,15,21,71.4,10,32,42,22,6,6,17,22,-11
3504,PHI,Away,BKN,11/25/2018,W,240,127,44,91,48.4,12,29,41.4,27,33,81.8,13,29,42,28,9,6,9,22,2
3505,BKN,Home,PHI,11/25/2018,L,240,125,50,88,56.8,10,25,40.0,15,20,75.0,10,33,43,19,2,4,16,25,-2
3506,ORL,Away,LAL,11/25/2018,W,240,108,42,93,45.2,11,31,35.5,13,14,92.9,9,36,45,31,8,5,14,22,4
3507,LAL,Home,ORL,11/25/2018,L,240,104,37,79,46.8,10,26,38.5,20,31,64.5,5,37,42,22,9,10,18,17,-4
3508,OKC,Home,DEN,11/24/2018,L,240,98,37,103,35.9,9,39,23.1,15,23,65.2,19,35,54,22,9,5,10,24,-7
3509,DEN,Away,OKC,11/24/2018,W,240,105,39,95,41.1,10,30,33.3,17,24,70.8,15,39,54,26,6,9,18,20,7
3510,WAS,Home,NOP,11/24/2018,W,240,124,51,90,56.7,10,29,34.5,12,23,52.2,5,40,45,30,12,9,15,16,10
3511,NOP,Away,WAS,11/24/2018,L,240,114,43,90,47.8,11,31,35.5,17,21,81.0,7,36,43,23,10,3,16,21,-10
3512,MIN,Home,CHI,11/24/2018,W,240,111,42,103,40.8,7,34,20.6,20,23,87.0,21,38,59,22,7,5,14,23,15
3513,CHI,Away,MIN,11/24/2018,L,240,96,32,81,39.5,10,33,30.3,22,31,71.0,6,34,40,22,7,4,15,19,-15
3514,DAL,Home,BOS,11/24/2018,W,240,113,42,87,48.3,16,41,39.0,13,21,61.9,13,30,43,27,12,3,16,16,9
3515,BOS,Away,DAL,11/24/2018,L,240,104,41,86,47.7,10,28,35.7,12,13,92.3,9,33,42,19,8,3,18,21,-9
3516,SAS,Away,MIL,11/24/2018,L,240,129,49,92,53.3,10,21,47.6,21,28,75.0,9,30,39,27,8,3,10,21,-6
3517,MIL,Home,SAS,11/24/2018,W,240,135,49,86,57.0,15,40,37.5,22,29,75.9,6,35,41,30,7,3,13,22,6
3518,HOU,Away,CLE,11/24/2018,L,240,108,37,74,50.0,15,39,38.5,19,28,67.9,8,23,31,18,5,4,16,19,-9
3519,CLE,Home,HOU,11/24/2018,W,240,117,44,90,48.9,7,22,31.8,22,29,75.9,20,29,49,15,11,2,14,24,9
3520,SAC,Away,GSW,11/24/2018,L,240,116,42,97,43.3,11,28,39.3,21,29,72.4,13,34,47,28,6,4,8,22,-1
3521,GSW,Home,SAC,11/24/2018,W,240,117,41,88,46.6,10,34,29.4,25,29,86.2,12,42,54,28,5,6,15,24,1
3522,CHA,Away,OKC,11/23/2018,L,240,104,43,94,45.7,6,31,19.4,12,14,85.7,11,35,46,24,8,5,14,21,-5
3523,OKC,Home,CHA,11/23/2018,W,240,109,41,93,44.1,11,33,33.3,16,24,66.7,11,35,46,24,6,2,14,18,5
3524,WAS,Away,TOR,11/23/2018,L,240,107,40,100,40.0,9,46,19.6,18,19,94.7,14,30,44,28,8,7,13,16,-18
3525,TOR,Home,WAS,11/23/2018,W,240,125,46,93,49.5,17,39,43.6,16,19,84.2,13,37,50,32,5,6,15,23,18
3526,ORL,Away,DEN,11/23/2018,L,240,87,32,79,40.5,8,32,25.0,15,19,78.9,4,33,37,24,7,2,15,19,-25
3527,DEN,Home,ORL,11/23/2018,W,240,112,44,93,47.3,9,28,32.1,15,17,88.2,12,39,51,33,10,5,11,20,25
3528,PHX,Away,MIL,11/23/2018,W,240,116,45,90,50.0,9,26,34.6,17,22,77.3,6,34,40,21,8,4,11,25,2
3529,MIL,Home,PHX,11/23/2018,L,240,114,42,87,48.3,10,44,22.7,20,30,66.7,7,36,43,30,6,7,14,17,-2
